Protein Id	Gene Symbol	DMSO_R1	DMSO_R2	DMSO_R3	DMSO_R4	Erl_R1	Erl_R2	Erl_R3	Erl_R4	Lap_R1	Lap_R2	Lap_R3	Lap_R4	Sor_R1	Sor_R2	Sor_R3	Sor_R4	Sun_R1	Sun_R2	Sun_R3	Sun_R4
sp|P26447|S10A4_HUMAN	S100A4	11.3184	10.9007	8.09	12.254	11.7448	10.6267	11.1535	11.3762	9.16381	11.1499	16.2661	9.72644	9.30432	8.60975	8.15724	7.40086	8.66746	8.51405	8.26437	7.31129
sp|Q14449|GRB14_HUMAN	GRB14	9.82001	10.6347	0	0	10.3149	8.64662	0	0	10.9024	9.90986	0	0	9.15099	9.38967	0	0	10.8526	10.3782	0	0
sp|P19784|CSK22_HUMAN	CSNK2A2	10.3204	9.59116	10.3833	10.4769	9.70533	9.44304	10.2265	9.42807	9.33894	10.5289	10.3729	9.2519	11.1482	9.49704	9.48946	9.47725	9.73745	10.6895	10.6816	10.212
sp|P68400|CSK21_HUMAN	CSNK2A1	9.92363	9.94785	9.81386	9.49767	10.1077	9.5349	10.1308	9.9754	9.60747	9.83849	10.4575	9.57781	10.4987	10.024	9.89537	10.2908	10.1632	10.354	10.0114	10.3494
sp|Q08AE8|SPIR1_HUMAN	SPIRE1	9.46976	9.77998	10.0891	12.4413	9.66453	9.99188	10.2468	11.6708	10.3605	9.31637	11.1354	9.26418	10.8975	11.1052	8.81102	9.23412	9.93386	9.4804	8.57905	8.52829
sp|Q8NDT2|RB15B_HUMAN	RBM15B	8.50079	8.41115	10.2534	10.2693	9.14948	10.2255	12.7861	8.88782	10.6253	10.5648	8.68858	9.14388	10.0137	10.4875	9.82942	7.20669	11.0069	11.0149	10.4404	12.4943
sp|Q96T37|RBM15_HUMAN	RBM15	9.64707	10.2431	9.88276	9.82863	10.611	10.0965	9.30741	9.53557	10.0161	9.76823	10.1479	10.3104	9.36158	10.2109	9.94753	9.42989	10.2063	9.83919	10.9219	10.688
sp|P49137|MAPK2_HUMAN	MAPKAPK2	11.6056	11.4884	11.1287	11.0197	10.5568	9.90625	10.5994	11.001	9.6377	10.3042	11.0471	10.2902	7.95618	7.69957	7.18617	7.19301	10.2772	10.5681	10.2805	10.2541
sp|Q16644|MAPK3_HUMAN	MAPKAPK3	9.81449	11.1371	10.1809	8.82905	10.598	10.376	10.3029	9.40625	10.2767	11.9877	10.6061	9.86822	7.18089	7.55936	8.2139	8.40154	9.79319	11.2766	12.7502	11.441
sp|Q15750|TAB1_HUMAN	TAB1	9.81415	10.1403	10.0659	9.67628	9.05927	9.36589	9.40388	9.23786	9.71873	9.49962	9.77469	9.57828	10.4798	11.0123	10.7021	10.0891	10.3277	10.5821	11.0015	10.4704
sp|Q08623-4|HDHD1_HUMAN	HDHD1	9.86303	9.92651	9.61905	9.41171	9.46319	9.7507	8.87866	9.69789	9.49835	9.8476	9.16795	9.70799	10.6506	10.7364	11.0904	11.4653	9.96897	10.2946	10.602	10.359
sp|Q9Y5B0|CTDP1_HUMAN	CTDP1	9.96687	10.8661	9.27639	9.24242	9.28276	9.71344	8.72538	9.81111	9.86279	10.2223	10.41	10.5875	8.95066	9.40481	9.31212	9.99092	11.0667	10.6636	11.6861	10.9582
sp|Q00796|DHSO_HUMAN	SORD	9.61081	10.3622	9.22678	9.74013	9.81068	9.77936	9.14625	9.62719	9.6417	9.93579	9.48811	9.90178	9.13493	9.38825	10.3474	10.4227	10.9704	11.3659	11.0007	11.099
sp|Q6ZNE5|BAKOR_HUMAN	ATG14	8.97403	9.89618	0	0	8.28124	9.35768	0	0	10.2645	10.0795	0	0	10.4758	11.5107	0	0	10.5155	10.6447	0	0
sp|P38159|RBMX_HUMAN	RBMX	9.92672	10.4706	9.8796	9.90256	10.1863	10.0597	9.43907	9.73895	9.5048	9.90565	8.77847	10.7151	9.55102	10.1881	9.90964	10.6589	10.0098	10.1974	10.5009	10.4769
sp|Q96E39|RMXL1_HUMAN	RBMXL1	9.66481	9.94418	10.1137	8.24543	9.89799	9.85229	9.02534	9.03652	9.73012	10.2531	9.77883	9.21928	9.47991	9.59932	10.7941	10.5148	10.6418	10.9365	11.9129	11.3589
sp|A6NDE4|RBY1B_HUMAN	RBMY1B	0	0	9.22406	10.6825	0	0	9.28303	9.32673	0	0	11.0054	9.49741	0	0	11.0203	11.0558	0	0	9.51139	9.39343
sp|Q12769|NU160_HUMAN	NUP160	9.71647	9.74408	9.69533	9.72714	9.94372	9.50902	9.53443	9.16779	10.1199	9.84658	10.6449	9.87385	9.22435	10.4922	9.76618	9.46424	10.9951	10.4086	11.1653	10.9608
sp|Q96GA7|SDSL_HUMAN	SDSL	9.89484	10.23	9.73719	9.60181	8.87146	9.41525	8.85629	9.1307	9.75061	9.78006	9.8709	10.0451	10.8779	11.2698	11.3681	11.6178	10.3757	9.53428	9.84531	9.92678
sp|Q9NXR8|ING3_HUMAN	ING3	8.96627	10.5283	0	0	9.87357	9.70126	0	0	10.0042	9.07117	0	0	9.31188	10.9563	0	0	10.877	10.7099	0	0
sp|Q9UPT5|EXOC7_HUMAN	EXOC7	10.6919	9.47356	9.42861	9.76308	9.6258	9.53335	9.61214	10.1684	8.34723	10.2559	10.2325	9.54804	12.7292	10.042	9.96349	10.2997	9.73524	9.56587	10.3706	10.6135
tr|E9PMS6|E9PMS6_HUMAN	LMO7	10.3346	11.1595	10.2847	9.71043	9.99232	9.96551	9.63795	9.62006	9.73486	9.2647	9.94468	10.4056	9.29362	9.1003	9.56168	8.56992	10.7043	10.4503	10.9397	11.3253
tr|E9PMT2|E9PMT2_HUMAN	LMO7	10.0187	10.3714	10.0126	10.4502	10.2854	10.3726	10.0135	10.4754	10.0975	9.39808	9.24076	9.9767	9.10666	9.24706	9.35669	9.21116	10.5606	10.5421	10.5269	10.7361
sp|P40855|PEX19_HUMAN	PEX19	13.0356	10.9064	9.57808	9.72659	9.75366	9.44439	11.5754	13.015	8.05158	10.3494	9.87272	9.91892	9.92964	9.88921	9.69	9.34909	10.4368	8.20339	8.04042	9.23374
tr|G3V3G9|G3V3G9_HUMAN	DCAF8	9.01004	9.63156	9.29651	8.63807	9.35087	9.59414	9.41042	9.03992	9.92518	10.0628	10.7682	9.43597	10.3742	10.9925	10.5039	10.3773	10.4208	10.638	11.495	11.0347
sp|P17655|CAN2_HUMAN	CAPN2	9.66076	9.73586	10.1339	9.12098	9.56002	9.17213	9.14938	9.36914	10.0152	9.49373	9.7038	9.64738	10.5843	10.5587	10.8939	11.4872	10.6581	10.5611	10.1662	10.3281
sp|Q5VUJ6|LRCH2_HUMAN	LRCH2	10.0879	9.19189	8.50372	11.8176	10.3315	10.234	6.40191	7.33501	8.91645	9.75628	10.8942	10.8762	10.7038	10.1453	11.3538	9.57472	10.3193	10.3136	10.463	12.7799
sp|Q9Y2L9-3|LRCH1_HUMAN	LRCH1	11.3209	12.6257	10.822	10.9344	9.78401	8.97514	9.17058	9.56206	9.00747	8.69623	9.42671	9.18367	10.7798	10.5217	11.2056	11.445	9.85772	8.43136	9.15907	9.09094
sp|Q96II8|LRCH3_HUMAN	LRCH3	10.5182	10.8859	8.4425	9.51574	9.03021	8.52699	9.27859	9.93649	10.5977	9.74717	10.5976	10.5404	8.58193	9.44591	10.2644	10.0383	13.2967	9.36915	10.8893	10.4967
sp|Q15025|TNIP1_HUMAN	TNIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q8TED9|AF1L1_HUMAN	AFAP1L1	12.4426	13.1785	12.0606	10.6634	9.51996	9.6508	9.72912	9.92754	10.0404	9.038	9.68931	9.25168	9.83984	9.7084	11.0794	10.5301	8.71318	7.86836	8.6324	8.43643
sp|Q8N556-2|AFAP1_HUMAN	AFAP1	10.3104	10.4357	10.7885	12.2188	8.88546	10.1652	9.51697	9.57673	11.9543	8.80002	9.30556	9.95736	10.0375	8.98971	9.17969	9.08436	9.90112	10.5206	10.1842	10.1878
sp|Q9BW30|TPPP3_HUMAN	TPPP3	0	0	9.88158	11.5865	0	0	9.01791	9.33409	0	0	11.4181	11.0911	0	0	9.16713	9.83156	0	0	9.25636	9.41569
sp|Q9UJC3|HOOK1_HUMAN	HOOK1	10.5508	10.5182	9.69877	10.4623	9.38871	8.90199	9.3351	10.7878	8.94648	10.2266	10.7627	9.67188	11.6165	10.4042	10.6006	10.4157	9.65611	9.79048	9.37259	8.89252
sp|Q9UBS8|RNF14_HUMAN	RNF14	9.64197	11.0798	7.74129	8.16045	7.49759	7.73082	7.33343	8.09922	10.1205	9.47561	10.199	10.3338	11.6313	12.4959	11.0485	14.3943	10.4926	9.83389	10.5459	12.1442
sp|P16949-2|STMN1_HUMAN	STMN1	9.91516	8.90072	8.52253	9.64393	7.14893	7.76001	7.18876	9.28576	6.94782	9.45473	8.89154	9.4578	15.005	13.8779	12.1428	12.6527	10.4829	10.5068	10.5307	11.6835
sp|Q9UKJ5|CHIC2_HUMAN	CHIC2	9.74833	8.69473	0	0	10.8351	10.4422	0	0	10.2783	10.6486	0	0	7.65023	9.51106	0	0	9.89305	12.2984	0	0
sp|P42166|LAP2A_HUMAN	TMPO	9.96006	9.4564	9.17241	9.50217	8.88256	9.28294	8.62414	9.68703	8.92646	9.19674	9.43298	9.447	10.4295	10.5716	9.57079	8.68562	12.1059	11.1879	12.5037	13.3741
sp|P42167|LAP2B_HUMAN	TMPO	9.46166	9.65953	9.54909	9.82876	9.97197	9.84651	9.47751	9.90385	9.23526	10.0474	9.50123	9.94908	9.17724	10.1916	9.65446	9.86099	11.0142	11.3946	11.1386	11.1364
sp|P42167-2|LAP2B_HUMAN	TMPO	0	0	8.11558	7.74537	0	0	7.30134	8.63463	0	0	13.3228	9.38956	0	0	8.19936	8.58776	0	0	13.8095	14.8941
sp|Q5VZK9|LR16A_HUMAN	LRRC16A	9.35689	9.34324	9.58736	9.57315	8.56013	8.96447	9.5451	10.081	9.79405	9.00318	10.139	9.45674	9.62144	11.3717	10.1344	9.0186	12.6507	11.3342	11.7847	10.68
sp|Q14671-3|PUM1_HUMAN	PUM1	9.98383	10.2367	10.3668	9.02169	10.4376	10.5455	10.4035	9.50579	9.7899	9.39346	10.2902	9.65014	9.60398	9.86926	10.3488	8.64251	9.75804	10.3817	11.4812	10.2894
sp|Q8TB72-3|PUM2_HUMAN	PUM2	8.97616	10.1313	11.0491	10.0755	9.53639	9.86783	10.065	9.62777	10.4741	9.7364	10.2167	8.61692	10.1377	10.4091	10.9171	9.63047	10.2869	10.4441	10.6577	9.14378
sp|Q6ZNJ1|NBEL2_HUMAN	NBEAL2	10.2742	9.88251	9.54954	8.33439	8.97623	8.3726	8.94274	11.4992	11.5424	10.28	10.3471	8.68799	9.62639	10.5073	9.88669	10.454	11.5716	8.96672	10.4845	11.8139
sp|Q6ZS30|NBEL1_HUMAN	NBEAL1	0	0	10.7367	11.034	0	0	10.1997	10.0598	0	0	9.32052	9.44908	0	0	7.8317	11.6764	0	0	10.3763	9.31585
sp|P49754|VPS41_HUMAN	VPS41	9.6994	10.1765	10.8229	9.32698	10.1553	10.284	10.2024	8.97268	10.5464	10.5346	11.4291	10.1421	9.77958	10.3639	10.7698	10.0116	9.29976	9.16068	9.61701	8.70537
sp|Q7Z3C6|ATG9A_HUMAN	ATG9A	10.442	10.4038	10.8832	9.64908	11.4428	10.8676	10.4686	9.70401	9.87826	9.5279	10.6761	9.27767	7.19861	7.14203	8.47986	8.60064	11.2996	11.7973	11.1822	11.0786
sp|Q674R7|ATG9B_HUMAN	ATG9B	0	0	8.13896	8.6436	0	0	9.86991	8.74722	0	0	10.1885	10.7827	0	0	10.6408	11.1462	0	0	10.9764	10.8658
sp|Q99832|TCPH_HUMAN	CCT7	10.0517	9.92122	9.87992	10.6171	9.54992	9.60063	9.8732	10.1037	9.5739	9.11025	9.49591	9.74722	10.7241	10.4085	10.4466	10.3083	10.7948	10.2649	9.74085	9.78715
sp|P49354|FNTA_HUMAN	FNTA	10.2649	10.411	10.0245	9.57102	9.72632	9.49097	9.60695	9.93907	8.97014	9.68829	9.8659	9.37315	10.1844	11.094	10.3237	10.7205	9.67615	10.4939	10.1508	10.4244
sp|Q02790|FKBP4_HUMAN	FKBP4	10.7962	10.7612	10.5198	10.5935	10.6085	10.4182	10.7068	10.3612	10.0014	9.17451	9.38183	9.90659	10.7444	10.5027	11.1218	11.1855	8.40527	8.58764	7.88851	8.33443
sp|P43246|MSH2_HUMAN	MSH2	9.20947	9.62407	7.99899	9.42685	9.41077	9.14144	7.38921	9.23896	9.19858	9.49218	8.86243	10.1953	9.73567	10.6982	9.95462	11.2629	11.3946	12.095	12.529	13.1417
sp|P02144|MYG_HUMAN	MB	11.4026	11.7846	9.88817	9.72523	9.4785	8.07611	8.15218	9.48596	9.23409	12.2854	9.85743	9.90405	8.32839	9.13573	10.9547	11.2895	10.9886	9.28594	10.4333	10.3095
sp|Q9P275-2|UBP36_HUMAN	USP36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|P48553|TPC10_HUMAN	TRAPPC10	9.52994	10.1854	9.61065	9.71493	9.65196	9.37261	9.48245	9.32269	10.2479	9.99024	10.548	10.1629	10.1056	10.123	9.67042	11.0001	10.524	10.2695	9.90911	10.5788
sp|Q9Y617|SERC_HUMAN	PSAT1	8.72608	8.52696	8.3375	8.14328	8.13306	8.73433	9.49589	9.96703	7.28404	6.88391	8.62	7.44204	19.2989	16.844	17.6257	17.2022	7.99299	7.57571	6.12768	7.03869
sp|P50542-4|PEX5_HUMAN	PEX5	10.7653	11.4389	9.24202	11.5895	9.70879	11.2113	9.93688	10.1458	9.05485	9.32169	10.9599	9.49451	8.86111	10.0219	8.89339	9.54777	8.87042	10.7457	10.2745	9.9158
sp|P50542-2|PEX5_HUMAN	PEX5	0	0	9.32843	11.2522	0	0	10.6601	10.4014	0	0	10.8382	9.53096	0	0	8.30501	8.3292	0	0	10.8125	10.5421
sp|Q9BSH4|TACO1_HUMAN	TACO1	9.33292	9.21481	9.08834	9.01779	9.53422	8.57078	9.3104	9.40694	10.1484	10.227	9.94406	9.98148	11.366	11.3775	11.1679	11.7419	10.6671	9.56124	10.262	10.0792
sp|Q8WV99|ZFN2B_HUMAN	ZFAND2B	9.00633	8.99842	8.5394	12.5592	9.84213	10.6711	9.3127	10.9325	9.97762	10.4305	9.40235	10.6751	10.8501	10.6791	9.83237	10.3443	9.66499	9.87972	8.64587	9.75631
sp|P13797|PLST_HUMAN	PLS3	9.09018	8.73614	9.72588	10.2015	9.89019	9.58465	9.35914	9.36529	8.83448	9.79825	10.8401	9.31345	11.6525	11.4767	10.8156	9.54614	10.4814	10.4554	10.7253	10.1077
sp|Q06265-2|EXOS9_HUMAN	EXOSC9	10.3376	11.1314	9.27077	9.79606	9.9785	9.43054	9.42532	9.90403	9.67439	8.93854	10.205	9.94472	9.52178	10.408	10.4043	9.87773	11.1143	9.46493	10.4882	10.6838
sp|Q0VF96|CGNL1_HUMAN	CGNL1	9.35127	9.72104	10.7937	10.4142	9.13752	8.65464	8.44095	8.83436	7.84307	7.77381	9.62359	8.7345	9.80398	10.238	10.1213	9.49342	13.4041	14.0726	12.215	11.329
sp|O43678|NDUA2_HUMAN	NDUFA2	10.5722	9.98971	9.7034	9.58455	9.67393	9.86161	9.43598	9.97612	9.71971	11.7721	9.69674	9.91578	9.52587	9.52896	10.4226	10.6959	10.2607	9.09519	10.0858	10.4831
sp|Q9BXY0|MAK16_HUMAN	MAK16	0	0	10.1403	8.41581	0	0	10.0473	9.25068	0	0	11.1063	9.61621	0	0	10.9854	9.09618	0	0	11.021	10.3209
sp|Q9Y2Z0|SUGT1_HUMAN	SUGT1	11.7356	12.2547	11.8026	12.4509	11.2872	11.3564	10.5153	11.3651	4.27572	4.26704	4.29721	4.03738	11.5841	11.9496	12.2205	12.283	10.825	10.4647	10.359	10.6691
sp|Q9Y2Z0-2|SUGT1_HUMAN	SUGT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q9NR45|SIAS_HUMAN	NANS	10.2718	9.96921	10.0237	9.60842	10.4576	9.76096	9.63495	9.5951	9.82263	9.80042	9.97625	10.0915	9.65832	9.92631	10.7106	10.3389	9.96873	10.3639	10.3153	9.70516
sp|Q9BQP7|MGME1_HUMAN	MGME1	8.88627	9.04874	8.99245	8.40408	9.15867	9.64666	7.97263	9.75852	9.36527	9.7714	9.63006	10.0025	9.97732	10.6026	10.1427	10.019	12.151	11.392	12.6763	12.4018
sp|Q96AQ6|PBIP1_HUMAN	PBXIP1	8.2883	8.53993	8.01956	8.58128	9.47655	8.77445	8.87734	9.24245	11.3216	11.7559	11.4182	11.4459	9.717	10.2854	9.54722	10.4374	10.8213	11.0196	11.1723	11.2583
sp|Q1L5Z9|LONF2_HUMAN	LONRF2	9.13618	9.76318	8.58912	10.9835	11.9012	11.8903	11.4234	10.9023	11.4999	11.0779	11.34	9.75425	8.44998	8.29465	7.90655	10.0399	8.11311	9.8736	8.60531	10.4557
sp|O95479|G6PE_HUMAN	H6PD	9.53403	9.38014	8.9783	9.32221	11.4853	10.7523	9.24846	9.27006	9.63334	10.4211	9.61575	9.41628	9.58471	9.28359	10.0986	11.6277	9.36729	10.5582	10.8404	11.5823
sp|Q9H4I2|ZHX3_HUMAN	ZHX3	9.91523	9.22208	0	0	7.78471	9.35068	0	0	10.2414	11.5245	0	0	10.0908	11.5391	0	0	10.476	9.85554	0	0
sp|Q9Y265|RUVB1_HUMAN	RUVBL1	9.81557	9.76544	9.59271	9.52005	9.54724	9.37917	9.40183	9.89263	9.65212	9.53185	9.62035	10.1452	10.5797	10.9556	10.9399	10.589	10.6684	10.105	10.2292	10.0691
sp|Q9BVI4|NOC4L_HUMAN	NOC4L	10.047	8.74632	10.5826	10.8622	9.9729	9.73526	11.1997	9.73057	8.71047	10.539	10.6746	9.70505	11.8791	10.9415	9.42212	8.86051	8.89346	10.535	9.70261	9.25997
sp|P43897|EFTS_HUMAN	TSFM	8.97525	9.04006	9.04592	8.77642	9.1078	9.08535	8.89939	9.05116	10.0835	10.3848	10.2067	9.90051	10.3252	11.4908	11.095	10.721	10.4395	11.0678	11.532	10.7719
sp|Q15022|SUZ12_HUMAN	SUZ12	11.2385	9.29917	8.89088	10.4502	8.63285	9.78173	8.96814	9.01429	9.72633	8.80857	9.93001	9.77115	10.076	9.85746	10.65	10.1061	11.5848	10.9946	11.944	10.2752
sp|Q13325|IFIT5_HUMAN	IFIT5	12.9009	9.93827	9.41098	10.1112	10.463	9.49464	9.7007	10.2178	8.97896	12.477	10.4417	10.9129	10.5484	8.50429	9.16266	9.86696	8.27402	8.42054	9.75401	10.421
sp|Q12772|SRBP2_HUMAN	SREBF2	8.89831	8.72071	8.66488	9.36567	10.9908	11.0534	9.81806	10.1273	10.9009	10.8136	11.1692	12.4553	9.5472	9.51519	9.9254	10.0333	9.58882	9.97105	9.11216	9.32874
sp|Q9H5X1|FA96A_HUMAN	FAM96A	9.96468	8.36502	0	0	9.38571	8.02424	0	0	11.448	12.1636	0	0	11.6828	9.86179	0	0	10.0868	9.01731	0	0
sp|Q86W92|LIPB1_HUMAN	PPFIBP1	9.81955	9.85393	10.4585	11.4241	10.2673	10.5475	11.0153	11.0526	10.233	10.6248	10.7965	10.4996	9.15611	8.93648	8.42002	8.01101	10.0793	10.482	9.21698	9.10538
sp|Q8ND30|LIPB2_HUMAN	PPFIBP2	0	0	9.64045	9.89733	0	0	8.65847	9.47239	0	0	10.5361	9.19027	0	0	11.1424	10.8131	0	0	10.9476	9.70191
sp|O43809|CPSF5_HUMAN	NUDT21	10.7347	9.53561	9.91659	9.19361	10.1756	9.26546	9.73649	9.93413	8.25136	11.1465	10.5387	10.0543	10.9242	9.96605	10.1625	9.47206	9.24642	10.7541	10.7981	10.1935
sp|Q08289|CACB2_HUMAN	CACNB2	9.55136	9.53367	9.42986	9.34455	9.66831	9.61922	9.18716	9.80616	10.5827	10.2508	10.581	10.8972	8.7113	9.35696	8.39263	8.91152	11.9276	10.7981	11.5927	11.8571
sp|Q02641-2|CACB1_HUMAN	CACNB1	11.1131	10.3156	9.29123	12.5227	10.5433	10.7405	9.99654	9.99029	10.6189	9.59298	9.75455	10.5672	9.29083	9.23751	9.90299	9.95321	9.476	9.07131	9.438	8.58333
sp|P46108|CRK_HUMAN	CRK	9.5634	10.2654	10.7369	9.27908	9.85268	9.58994	9.94604	10.2235	9.77066	9.72213	10.3476	9.10222	10.1636	10.4851	9.50959	10.2536	10.4066	10.1804	10.3717	10.2298
sp|Q9NYB9|ABI2_HUMAN	ABI2	10.1174	9.91381	10.2689	9.23484	10.8549	10.4594	10.4485	10.1935	10.0233	9.72945	9.46395	10.2772	10.0209	9.47208	10.6017	9.8845	9.58903	9.81965	10.0446	9.58228
sp|Q8IZP0|ABI1_HUMAN	ABI1	10.0937	9.88987	10.9126	9.18953	10.122	10.9071	10.1926	10.238	9.669	9.58961	9.08482	10.0662	10.5134	9.70579	10.901	10.3594	9.23412	10.2755	9.87047	9.18544
sp|Q5T2T1|MPP7_HUMAN	MPP7	9.82239	9.70391	9.80135	9.91686	10.2061	9.92167	9.47602	10.0086	9.9491	10.2334	9.37289	10.9755	9.56804	9.81048	10.0396	10.2911	10.4308	10.3541	10.053	10.0651
sp|Q99747|SNAG_HUMAN	NAPG	9.71973	10.1993	10.1342	11.2219	10.3731	10.1406	9.80536	10.9484	9.82559	9.60808	10.0747	10.3872	11.154	10.732	10.331	10.9997	9.19065	9.05693	7.75115	8.34639
sp|P05111|INHA_HUMAN	INHA	17.7792	25.0249	0	0	10.6112	8.08653	0	0	9.65891	7.38549	0	0	3.75184	3.83136	0	0	7.05609	6.81451	0	0
sp|Q8IVH8-3|M4K3_HUMAN	MAP4K3	9.61309	10.1068	9.22206	11.3805	9.69985	9.24288	9.8804	10.2699	9.80135	9.96244	10.6135	10.1078	9.18434	9.58794	8.82164	10.0002	11.1233	11.678	9.55846	10.1456
sp|Q12851|M4K2_HUMAN	MAP4K2	0	0	10.4903	9.5811	0	0	9.86332	9.41091	0	0	9.70955	9.7141	0	0	9.33628	10.4729	0	0	11.1863	10.2352
sp|Q9H857|NT5D2_HUMAN	NT5DC2	7.83166	11.0504	10.2806	8.2216	10.0963	10.7014	10.7819	9.75451	10.2123	10.1946	10.1551	9.56133	12.4294	9.7069	10.7062	9.57918	8.01558	9.76148	10.5766	10.383
sp|Q9H6T3|RPAP3_HUMAN	RPAP3	9.68857	9.54373	9.23191	10.075	10.1863	10.3823	9.92986	10.4159	9.48393	9.93124	10.2311	9.89818	10.4382	10.6521	10.7491	9.71414	9.84609	9.84748	9.8802	9.87462
sp|Q8IUR5|TMTC1_HUMAN	TMTC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q8IYT2|CMTR2_HUMAN	CMTR2	9.32005	10.4267	9.22794	9.76488	9.72013	9.89328	10.0155	11.1967	10.3229	10.4294	9.10889	12.5524	9.83741	9.5426	8.95593	9.05947	10.1829	10.3246	11.1224	8.99586
sp|P02792|FRIL_HUMAN	FTL	8.46809	7.34992	10.1533	9.12623	12.2428	11.8414	11.0223	10.1158	9.3492	15.2829	11.5845	9.42231	9.26296	6.87774	8.85908	8.96461	8.82289	10.5021	10.5571	10.1947
sp|O43264|ZW10_HUMAN	ZW10	10.0933	9.43852	9.35926	9.05344	9.31033	9.6993	9.83251	9.19626	9.06854	9.68209	10.6885	10.1407	12.1579	10.8957	10.0283	10.5748	9.60542	10.0489	10.4347	10.6914
sp|Q96T66|NMNA3_HUMAN	NMNAT3	9.06801	9.44157	9.51727	8.15847	9.81224	8.62892	9.54103	9.20078	10.528	11.1356	10.8405	9.97919	10.058	10.6407	10.5631	10.7527	10.4369	10.25	10.7124	10.7345
sp|Q96DE5|APC16_HUMAN	ANAPC16	0	0	10.3266	10.0573	0	0	10.3894	10.5903	0	0	9.97826	10.7915	0	0	9.48145	8.43132	0	0	9.64999	10.3039
sp|Q5T5P2|SKT_HUMAN	KIAA1217	9.08486	9.94817	9.80691	9.57916	9.38232	9.75686	9.90833	9.52945	11.491	9.92799	9.94517	8.75908	8.33467	8.48912	9.69057	7.43816	11.5008	12.0842	12.5792	12.7639
sp|Q9H6Y7|RN167_HUMAN	RNF167	10.5578	9.67927	0	0	8.52861	9.00167	0	0	9.58482	9.59265	0	0	9.0912	11.1759	0	0	11.995	10.7931	0	0
sp|Q8WTS1|ABHD5_HUMAN	ABHD5	11.2511	13.6262	10.6977	10.8817	11.264	11.9058	8.37616	9.91928	7.9415	8.38043	9.45203	9.88939	11.4144	12.6747	10.9528	12.587	6.26813	5.27373	8.3512	8.89274
sp|Q6PRD1|GP179_HUMAN	GPR179	0	0	9.76831	9.57241	0	0	8.99203	9.59863	0	0	12.5006	9.08829	0	0	10.7191	9.64616	0	0	10.3157	9.79876
sp|Q6IQ49|SDE2_HUMAN	SDE2	9.38209	8.53674	0	0	9.62248	10.106	0	0	10.045	10.6286	0	0	9.87601	10.7766	0	0	9.74589	11.2805	0	0
sp|Q9HCE0|EPG5_HUMAN	EPG5	8.18278	8.84406	9.13974	8.13527	9.30499	8.87239	8.73547	7.75053	10.5752	9.4279	10.7602	9.21954	11.7639	11.6645	10.8131	12.2541	11.0094	10.3548	11.6295	11.5627
sp|P35813-3|PPM1A_HUMAN	PPM1A	9.64982	10.6481	9.40524	10.135	9.91874	9.77329	8.45395	10.0935	9.96786	9.70225	9.64297	10.2505	10.0357	10.4341	10.3498	11.1092	10.127	9.74324	9.9397	10.6201
sp|O75688|PPM1B_HUMAN	PPM1B	9.58739	10.3408	10.2525	9.91401	9.68416	10.161	10.1217	10.0284	9.96015	10.2235	9.05136	10.0114	9.57013	10.22	10.4297	9.90482	10.0996	10.1532	10.1677	10.1183
sp|Q92784|DPF3_HUMAN	DPF3	9.55413	9.94703	9.14516	9.35821	10.1011	9.5509	8.65871	10.544	10.3583	9.4869	9.68222	10.3495	9.66768	9.85627	10.2981	10.862	10.8924	10.5853	10.2481	10.854
sp|P29084|T2EB_HUMAN	GTF2E2	10.1558	10.5165	9.2445	10.0827	10.2132	9.93311	8.93446	10.635	9.8288	9.1787	8.74077	11.3203	9.15195	10.1524	10.6153	10.9317	10.6008	10.2686	8.7034	10.7919
sp|Q9BR61|ACBD6_HUMAN	ACBD6	10.3564	11.0518	9.39258	10.9643	8.8918	11.3148	10.9469	10.4049	8.62497	9.70641	9.2369	9.10416	12.0669	11.9298	11.5498	10.6667	8.45748	7.5997	8.94376	8.78992
sp|Q8WY98-2|TM234_HUMAN	TMEM234	9.26685	8.68727	0	0	8.63972	9.4178	0	0	9.51893	11.1458	0	0	10.3665	12.0593	0	0	11.1108	9.787	0	0
sp|P50747|BPL1_HUMAN	HLCS	9.89407	10.2484	9.67508	9.99583	10.1132	9.53237	10.2394	9.95443	10.4004	9.80887	9.96299	9.55499	9.86414	9.57646	10.3698	9.5725	10.8105	9.75172	10.44	10.2349
sp|O43172|PRP4_HUMAN	PRPF4	9.44729	10.1568	9.10307	9.96062	9.54266	9.44671	9.10462	10.0425	9.7355	9.52574	9.91246	10.1407	9.80539	10.657	10.0129	9.55451	11.2615	10.4214	11.1128	11.0557
sp|Q8TDM6|DLG5_HUMAN	DLG5	9.00241	9.93109	8.53438	10.75	9.68937	10.7968	8.63274	10.0001	9.90193	10.4478	9.28376	10.5101	8.76259	8.96578	9.65742	9.89615	11.1391	11.3631	10.8776	11.8578
sp|P12763|FETUA_BOVIN_contaminant	AHSG	7.72858	8.28041	9.62679	11.3818	17.9052	19.5805	8.09766	8.59318	7.58228	8.61948	10.1369	8.55143	6.55127	8.4263	9.9084	10.0472	8.21981	7.10613	13.0146	10.6421
