ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_1376643	0.0745	0.0445	-2.17529	-5.879754	-0.09897046	Spon2	spondin 2
ILMN_1350455	0.0745	0.0446	2.174739	-5.880739	0.12723022		
ILMN_1360655	0.0746	0.0446	-2.174506	-5.881156	-0.11231836	Asf1b	anti-silencing function 1B histone chaperone
ILMN_1358295	0.0746	0.0446	-2.174411	-5.881327	-0.07754981	Fam166a	family with sequence similarity 166, member A
ILMN_1368657	0.0746	0.0446	-2.174355	-5.881426	-0.07374027	Upk3a	uroplakin 3A
ILMN_1350700	0.0746	0.0446	2.174151	-5.881792	0.11820042	Arrdc4	arrestin domain containing 4
ILMN_1362351	0.0746	0.0446	2.173729	-5.882547	0.09750008		
ILMN_1356594	0.0747	0.0447	2.173588	-5.882799	0.08745386		
ILMN_1354776	0.0747	0.0447	2.173538	-5.882889	0.07455611		
ILMN_1359785	0.0747	0.0447	-2.17342	-5.883099	-0.48857462		
ILMN_1372424	0.0747	0.0447	2.173299	-5.883316	0.09774728		
ILMN_1349803	0.0747	0.0447	2.173262	-5.883383	0.10303316	Shisa3	shisa family member 3
ILMN_1370515	0.0748	0.0447	2.172639	-5.884496	0.11854478	Olr1126	olfactory receptor 1126
ILMN_2039913	0.0748	0.0448	2.172482	-5.884778	0.09192194		
ILMN_1367581	0.0749	0.0448	-2.171798	-5.886002	-0.46321143		
ILMN_1351183	0.0749	0.0448	-2.171762	-5.886065	-0.10467613	Unc13c	unc-13 homolog C
ILMN_1366926	0.075	0.0449	-2.171206	-5.887058	-0.08591551	Zfhx4	zinc finger homeobox 4
ILMN_1360718	0.075	0.0449	-2.171111	-5.887228	-0.10180504		
ILMN_1359681	0.075	0.0449	-2.170732	-5.887906	-0.09472769	Peli3	pellino E3 ubiquitin protein ligase family member 3
ILMN_1367474	0.0751	0.045	-2.170088	-5.889058	-0.10040166	Olr1380	olfactory receptor 1380
ILMN_1355982	0.0751	0.045	2.169862	-5.889462	0.09490976	Olr827	olfactory receptor 827
ILMN_1357156	0.0753	0.0451	-2.168789	-5.891379	-0.07115271	Pnck	pregnancy up-regulated nonubiquitous CaM kinase
ILMN_2040452	0.0753	0.0451	2.168566	-5.891777	0.14334397		
ILMN_1349327	0.0754	0.0451	-2.16809	-5.892629	-0.19471602	Pnn	pinin, desmosome associated protein
ILMN_1354059	0.0755	0.0452	-2.166936	-5.89469	-0.08733174	Lta	lymphotoxin alpha
ILMN_1352031	0.0756	0.0453	2.166755	-5.895013	0.08816513		
ILMN_1649885	0.0756	0.0453	-2.166602	-5.895286	-0.08889856		
ILMN_1350919	0.0756	0.0453	-2.166394	-5.895657	-0.35215842	Clcc1	chloride channel CLIC-like 1
ILMN_1370037	0.0756	0.0453	2.166282	-5.895857	0.14597596	Troap	trophinin associated protein
ILMN_1360971	0.0756	0.0453	2.166046	-5.896279	0.08940989		
ILMN_1361590	0.0756	0.0453	2.165955	-5.896441	0.11688098		
ILMN_1530218	0.0757	0.0453	2.165799	-5.89672	0.09105051		
ILMN_1361332	0.0757	0.0453	2.165786	-5.896743	0.10353942		
ILMN_1358670	0.0757	0.0453	2.165732	-5.89684	0.10379268	Tbc1d2	TBC1 domain family, member 2
ILMN_1650825	0.0757	0.0454	-2.165649	-5.896988	-0.09855115	Dph2	DPH2 homolog
ILMN_1357617	0.0757	0.0454	2.165322	-5.897571	0.10323428	Ovol3	ovo-like zinc finger 3
ILMN_1351114	0.0757	0.0454	-2.165236	-5.897725	-0.08033588		
ILMN_1349360	0.0757	0.0454	-2.165115	-5.897942	-0.20225143	Clec1a	C-type lectin domain family 1, member A
ILMN_1352947	0.0759	0.0455	2.164157	-5.899651	0.11332281		
ILMN_1650695	0.0759	0.0455	-2.164128	-5.899703	-0.15441865		
ILMN_1357673	0.0759	0.0455	-2.163579	-5.900682	-0.11306784		
ILMN_1367026	0.076	0.0456	2.1634	-5.901001	0.1326092	Adam3a	ADAM metallopeptidase domain 3A
ILMN_1362978	0.076	0.0456	-2.163228	-5.901309	-0.0880269	Ptpre	protein tyrosine phosphatase, receptor type, E
ILMN_1364799	0.0761	0.0457	2.162145	-5.903241	0.07919355		
ILMN_1366401	0.0761	0.0457	-2.162058	-5.903396	-0.08452408		
ILMN_1362191	0.0762	0.0457	2.161854	-5.90376	0.08852447		
ILMN_1351510	0.0762	0.0457	2.161366	-5.904631	0.10259566		
ILMN_1530324	0.0763	0.0458	-2.160889	-5.905481	-0.0970587		
ILMN_1355671	0.0764	0.0459	2.159973	-5.907114	0.12857608	Sult2a2	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 2
ILMN_1355816	0.0764	0.0459	-2.159946	-5.907163	-0.38192595		
ILMN_1374877	0.0764	0.0459	2.159798	-5.907427	0.09758912		
ILMN_1651166	0.0765	0.0459	2.159712	-5.90758	0.10897502		
ILMN_1650851	0.0765	0.0459	-2.159224	-5.908449	-0.36954883	Golph3	golgi phosphoprotein 3
ILMN_1372893	0.0766	0.046	2.158791	-5.909221	0.08143668	Obp2b	odorant binding protein 2B
ILMN_1370965	0.0767	0.046	-2.158214	-5.910249	-0.08781869	Vom1r75	vomeronasal 1 receptor 75
ILMN_1359022	0.0767	0.046	-2.158032	-5.910574	-0.08522019	Olr454	olfactory receptor 454
ILMN_1356545	0.0767	0.0461	-2.157766	-5.911047	-0.08363008		
ILMN_1351672	0.0768	0.0461	2.157353	-5.911783	0.32202827	Apoh	apolipoprotein H
ILMN_1361577	0.0768	0.0461	2.157306	-5.911868	0.0949313		
ILMN_1365098	0.0768	0.0461	2.15719	-5.912073	0.08654593		
ILMN_1350412	0.0768	0.0461	2.15703	-5.912359	0.094109		
ILMN_1357706	0.0768	0.0461	-2.156957	-5.912488	-0.10643276		
ILMN_1375101	0.0768	0.0461	-2.156808	-5.912754	-0.20789974	Vps26a	VPS26 retromer complex component A
ILMN_1374292	0.0769	0.0462	2.156385	-5.913509	0.08146729		
ILMN_1351898	0.0769	0.0462	-2.156303	-5.913655	-0.08985586		
ILMN_1364381	0.0771	0.0463	2.155059	-5.915869	0.10978593		
ILMN_1373443	0.0771	0.0464	2.154443	-5.916965	0.11913108	Olr1218	olfactory receptor 1218
ILMN_1358397	0.0771	0.0464	2.154437	-5.916977	0.07860464	Tcp11	t-complex 11
ILMN_1350023	0.0772	0.0464	2.154306	-5.91721	0.09671289		
ILMN_1650398	0.0773	0.0464	2.153453	-5.918727	0.12583772		
ILMN_1357800	0.0773	0.0465	-2.153286	-5.919025	-0.11780229		
ILMN_1366303	0.0775	0.0466	2.15217	-5.921011	0.08979606		
ILMN_1362783	0.0775	0.0466	2.151939	-5.921422	0.09897353		
ILMN_1357613	0.0775	0.0466	-2.151916	-5.921464	-0.15089534	Ppp2r5c	protein phosphatase 2, regulatory subunit B', gamma
ILMN_1364621	0.0775	0.0466	-2.151743	-5.921772	-0.094079	Ttl	tubulin tyrosine ligase
ILMN_1355929	0.0776	0.0467	-2.150899	-5.923273	-0.09657071		
ILMN_1356887	0.0777	0.0467	2.150512	-5.92396	0.09159091	Fshr	follicle stimulating hormone receptor
ILMN_1360608	0.0777	0.0467	2.150342	-5.924262	0.10159858	Slc9a2	solute carrier family 9 member A2
ILMN_1376920	0.0777	0.0468	-2.150026	-5.924825	-0.10267958	Krt28	keratin 28
ILMN_1359505	0.0778	0.0468	2.149757	-5.925304	0.09928101		
ILMN_1354304	0.0778	0.0468	2.149678	-5.925444	0.09063312	Olr1206	olfactory receptor 1206
ILMN_1349655	0.078	0.0469	-2.14806	-5.92832	-0.08366372	Itga2	integrin alpha 2
ILMN_1362252	0.0781	0.047	2.147569	-5.929192	0.10691345		
ILMN_1355568	0.0781	0.047	-2.147518	-5.929284	-0.09708835		
ILMN_1369373	0.0781	0.047	-2.147321	-5.929632	-0.08943997		
ILMN_1355912	0.0782	0.0471	2.146672	-5.930786	0.09491641		
ILMN_1350276	0.0782	0.0471	-2.14642	-5.931235	-0.11815225	Ppbp	pro-platelet basic protein
ILMN_1373172	0.0783	0.0471	2.146133	-5.931743	0.12497033		
ILMN_1363334	0.0783	0.0471	2.146128	-5.931752	0.10393094		
ILMN_1369185	0.0783	0.0471	2.14573	-5.932459	0.12706039		
ILMN_1359813	0.0783	0.0471	-2.145659	-5.932585	-0.10957747	Poli	DNA polymerase iota
ILMN_1353109	0.0784	0.0472	-2.145435	-5.932983	-0.09478876		
ILMN_1374450	0.0784	0.0472	-2.14502	-5.93372	-0.09187617		
ILMN_1353361	0.0784	0.0472	-2.144841	-5.934038	-0.40619461	Olr1690	olfactory receptor 1690
ILMN_1369907	0.0784	0.0472	2.144795	-5.934119	0.07583417		
ILMN_1354134	0.0785	0.0473	2.144484	-5.934672	0.08869741		
ILMN_1366078	0.0785	0.0473	-2.144113	-5.935331	-0.09488509		
ILMN_1369774	0.0785	0.0473	-2.143998	-5.935536	-0.08612672	Tmem81	transmembrane protein 81
ILMN_1376383	0.0786	0.0473	2.143943	-5.935633	0.17110617	Atf2	activating transcription factor 2
ILMN_1372388	0.0786	0.0473	-2.143744	-5.935986	-0.0990456		
ILMN_1368148	0.0786	0.0473	2.143743	-5.935989	0.06897062		
ILMN_1371305	0.0786	0.0474	2.143454	-5.9365	0.08308314		
ILMN_1530302	0.0787	0.0474	-2.142727	-5.937791	-0.13402174		
ILMN_1376788	0.0787	0.0474	-2.142624	-5.937974	-0.18713337	Serpinb6b	serine (or cysteine) peptidase inhibitor, clade B, member 6b
ILMN_1368174	0.0787	0.0474	2.142496	-5.938201	0.11139079		
ILMN_1366598	0.0788	0.0475	2.142242	-5.938652	0.08611072	Vom1r24	vomeronasal 1 receptor 24
ILMN_1357838	0.0788	0.0475	2.142235	-5.938664	0.12102752	Fbxl19	F-box and leucine-rich repeat protein 19
ILMN_1368933	0.0788	0.0475	2.142106	-5.938894	0.0922308	Olr326	olfactory receptor 326
ILMN_1370681	0.0788	0.0475	2.141685	-5.93964	0.0829298		
ILMN_1651150	0.0789	0.0475	2.141313	-5.940301	0.08453031	Pcdhb2	protocadherin beta 2
ILMN_1364093	0.0789	0.0476	-2.141226	-5.940454	-0.0832264	Cd55	CD55 molecule, decay accelerating factor for complement
ILMN_1368135	0.0789	0.0476	2.14122	-5.940466	0.08287694	Slf2	SMC5-SMC6 complex localization factor 2
ILMN_1372911	0.0789	0.0476	-2.140862	-5.941101	-0.08781796		
ILMN_1349099	0.079	0.0476	2.140431	-5.941866	0.07889437		
ILMN_1357682	0.079	0.0476	-2.140404	-5.941913	-0.57405805		
ILMN_1365594	0.079	0.0477	-2.140068	-5.942509	-0.09854331		
ILMN_1362098	0.079	0.0477	-2.140026	-5.942583	-0.14374886		
ILMN_1364025	0.0791	0.0477	-2.139469	-5.943572	-0.09573354		
ILMN_1373248	0.0793	0.0478	2.138308	-5.945629	0.09256856		
ILMN_1373008	0.0794	0.0479	-2.137571	-5.946935	-0.17621314	Seli	selenoprotein I
ILMN_1355821	0.0794	0.0479	-2.137373	-5.947286	-0.12912013	Epb41l4b	erythrocyte membrane protein band 4.1 like 4B
ILMN_1350757	0.0795	0.0479	2.137054	-5.947852	0.09432156		
ILMN_1368850	0.0795	0.048	-2.136762	-5.94837	-0.11015553	Tmcc2	transmembrane and coiled-coil domain family 2
ILMN_1371391	0.0795	0.048	-2.136615	-5.94863	-0.1184998	Atp2b2	ATPase plasma membrane Ca2+ transporting 2
ILMN_1353812	0.0796	0.048	2.136391	-5.949027	0.08364099		
ILMN_1358475	0.0796	0.048	2.136362	-5.949078	0.32033832		
ILMN_1372663	0.0797	0.0481	-2.135508	-5.950592	-0.27456519	Ercc1	ERCC excision repair 1, endonuclease non-catalytic subunit
ILMN_1368209	0.0797	0.0481	-2.135476	-5.950648	-0.09642124		
ILMN_1374146	0.0797	0.0481	2.135445	-5.950703	0.12227597		
ILMN_1349539	0.0798	0.0482	-2.134684	-5.952051	-0.14452014		
ILMN_1367143	0.0798	0.0482	2.134655	-5.952103	0.09577327		
ILMN_1370834	0.0798	0.0482	2.134561	-5.952268	0.07005837	Olr259	olfactory receptor 259
ILMN_1372118	0.0798	0.0482	-2.134183	-5.952939	-0.13670697	Tekt4	tektin 4
ILMN_1370400	0.0799	0.0482	-2.134012	-5.953242	-0.09711087		
ILMN_1366749	0.0799	0.0482	-2.133872	-5.953489	-0.2465132	Zfp207	zinc finger protein 207
ILMN_1350751	0.08	0.0483	2.133208	-5.954664	0.08458834	Zc4h2	zinc finger C4H2-type containing
ILMN_1373692	0.08	0.0483	2.133044	-5.954955	0.16426837	Olr707	olfactory receptor 707
ILMN_1361659	0.0801	0.0484	-2.132443	-5.956018	-0.17466902	Srcin1	SRC kinase signaling inhibitor 1
ILMN_1359421	0.0802	0.0484	2.131927	-5.956932	0.11907053	Mpz	myelin protein zero
ILMN_1363630	0.0802	0.0484	2.131884	-5.957008	0.10504973		
ILMN_1355565	0.0802	0.0484	2.131822	-5.957117	0.20894836		
ILMN_1352994	0.0803	0.0485	2.131103	-5.95839	0.10047468		
ILMN_1365159	0.0803	0.0485	-2.130818	-5.958893	-0.18718142		
ILMN_1361303	0.0803	0.0485	2.130536	-5.959393	0.0993365	Cyp4f18	cytochrome P450, family 4, subfamily f, polypeptide 18
ILMN_1360632	0.0804	0.0486	2.130314	-5.959785	0.10767585		
ILMN_1353366	0.0804	0.0486	-2.129912	-5.960497	-0.07695498	Olr209	olfactory receptor 209
ILMN_1370970	0.0805	0.0486	2.129496	-5.961233	0.09473448	Cep55	centrosomal protein 55
ILMN_1650766	0.0805	0.0487	2.129209	-5.961741	0.12060959		
ILMN_1373081	0.0805	0.0487	-2.129171	-5.961807	-0.09040567		
ILMN_1349264	0.0805	0.0487	2.12917	-5.96181	0.07512789		
ILMN_1530491	0.0806	0.0487	-2.128772	-5.962514	-0.0923615	Acvr2b	activin A receptor type 2B
ILMN_1365430	0.0806	0.0487	-2.128665	-5.962703	-0.11293844		
ILMN_1367472	0.0806	0.0487	-2.128616	-5.962788	-0.17464409	Fam212a	family with sequence similarity 212, member A
ILMN_1367666	0.0806	0.0487	2.128561	-5.962886	0.08248608	Ncapd3	non-SMC condensin II complex, subunit D3
ILMN_1349113	0.0806	0.0487	-2.128447	-5.963088	-0.1246202	Sell	selectin L
ILMN_1366973	0.0806	0.0488	-2.128218	-5.963493	-0.4294142		
ILMN_1366057	0.0806	0.0488	2.128142	-5.963627	0.06702574	Tsc22d1	TSC22 domain family, member 1
ILMN_1359627	0.0807	0.0488	2.12804	-5.963807	0.10578879		
ILMN_1358805	0.0807	0.0488	2.127989	-5.963897	0.26281079		
ILMN_1360958	0.0807	0.0488	2.127409	-5.964922	0.07414462		
ILMN_1364076	0.0808	0.0489	-2.126922	-5.965783	-0.17253983	Atp1b4	ATPase Na+/K+ transporting family member beta 4
ILMN_2039156	0.0809	0.0489	2.126485	-5.966555	0.1136346	Htr1d	5-hydroxytryptamine receptor 1D
ILMN_1356579	0.0809	0.049	-2.126212	-5.967037	-0.20317289		
ILMN_1356940	0.0809	0.049	-2.125922	-5.96755	-0.10519377		
ILMN_1359464	0.081	0.049	-2.125539	-5.968227	-0.12050373	Emb	embigin
ILMN_1369042	0.081	0.049	-2.125364	-5.968536	-0.09777027		
ILMN_1362095	0.0811	0.0491	2.124876	-5.969398	0.23776926		
ILMN_1351800	0.0811	0.0491	-2.12479	-5.96955	-0.09315553	Il1rapl2	interleukin 1 receptor accessory protein-like 2
ILMN_1365677	0.0811	0.0491	2.124566	-5.969946	0.12465022	Slc25a23	solute carrier family 25 member 23
ILMN_1360668	0.0812	0.0492	-2.124144	-5.970692	-0.07702401		
ILMN_1369459	0.0812	0.0492	2.124041	-5.970873	0.09653209		
ILMN_1369889	0.0812	0.0492	-2.124	-5.970946	-0.10345037	Pik3cd	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta
ILMN_1651034	0.0813	0.0492	-2.123562	-5.971719	-0.23747331	Papd5	PAP associated domain containing 5
ILMN_1355025	0.0813	0.0492	-2.123538	-5.971762	-0.09036472	Dpys	dihydropyrimidinase
ILMN_1350286	0.0813	0.0492	2.12311	-5.972517	0.07267394		
ILMN_1369223	0.0814	0.0493	2.122418	-5.973739	0.10159258	Olr159	olfactory receptor 159
ILMN_1357134	0.0817	0.0495	2.120731	-5.976717	0.10624819	Olr1070	olfactory receptor 1070
ILMN_1354430	0.0817	0.0495	-2.120552	-5.977032	-0.08612671	Neurog1	neurogenin 1
ILMN_1357699	0.0817	0.0495	2.120425	-5.977257	0.10900627	Mxd3	Max dimerization protein 3
ILMN_1357852	0.0817	0.0495	2.120212	-5.977632	0.09631807		
ILMN_1351498	0.0818	0.0495	2.120086	-5.977855	0.08894156		
ILMN_1650375	0.082	0.0497	2.118812	-5.980101	0.09890301	Olr50	olfactory receptor 50
ILMN_1351238	0.082	0.0497	-2.118655	-5.980379	-0.08455803		
ILMN_1362558	0.0821	0.0497	-2.117936	-5.981646	-0.10480277	Smad9	SMAD family member 9
ILMN_1373901	0.0821	0.0497	2.117913	-5.981687	0.09497492	Sox2	SRY box 2
ILMN_1374524	0.0821	0.0498	2.1177	-5.982062	0.07902861	Olr1081	olfactory receptor 1081
ILMN_1366776	0.0821	0.0498	2.117408	-5.982577	0.08952473	Olr655	olfactory receptor 655
ILMN_1368614	0.0822	0.0498	2.117108	-5.983105	0.09944012		
ILMN_1360130	0.0822	0.0498	2.117079	-5.983158	0.11675638		
ILMN_1366467	0.0822	0.0498	2.116922	-5.983433	0.09650399	Dlx1	distal-less homeobox 1
ILMN_1373257	0.0823	0.0499	-2.116223	-5.984666	-0.09891567	Lepr	leptin receptor
ILMN_1530174	0.0823	0.0499	2.116076	-5.984925	0.08420449		
ILMN_1365284	0.0824	0.05	2.115344	-5.986215	0.10487776		
ILMN_1366240	0.0825	0.05	-2.115136	-5.986581	-0.09602703		
ILMN_1352190	0.0825	0.05	2.115007	-5.986808	0.12100972	Ppp1r17	protein phosphatase 1, regulatory subunit 17
ILMN_1359757	0.0825	0.05	2.114875	-5.987041	0.08495602		
ILMN_1353450	0.0826	0.0501	2.114367	-5.987935	0.09629421	Eya3	EYA transcriptional coactivator and phosphatase 3
ILMN_1367534	0.0826	0.0501	-2.113867	-5.988817	-0.07939335		
ILMN_1350046	0.0826	0.0501	-2.113832	-5.988878	-0.08354307		
ILMN_1362438	0.0827	0.0502	-2.113286	-5.989839	-0.109317	Slc25a42	solute carrier family 25, member 42
ILMN_1364582	0.0828	0.0502	-2.112899	-5.990521	-0.08400851	Zbbx	zinc finger, B-box domain containing
ILMN_1351220	0.0828	0.0502	2.112853	-5.990602	0.17676628	Brinp2	BMP/retinoic acid inducible neural specific 2
ILMN_1359248	0.0829	0.0503	2.112226	-5.991706	0.08222332	Olr429	olfactory receptor 429
ILMN_1373112	0.0829	0.0503	2.112094	-5.991938	0.07432648	Syn1	synapsin I
ILMN_1364008	0.083	0.0504	-2.111423	-5.99312	-0.29246067	Kcnn4	potassium calcium-activated channel subfamily N member 4
ILMN_1363304	0.083	0.0504	-2.111248	-5.993426	-0.08121274	Spats2	spermatogenesis associated, serine-rich 2
ILMN_1360309	0.083	0.0504	-2.11121	-5.993495	-0.11047225	Taok2	TAO kinase 2
ILMN_1355574	0.0831	0.0505	-2.110327	-5.995048	-0.11036435		
ILMN_1355154	0.0832	0.0505	2.110079	-5.995484	0.08381575	Il6	interleukin 6
ILMN_1374712	0.0832	0.0505	2.110066	-5.995507	0.08804008		
ILMN_1366636	0.0832	0.0505	2.109685	-5.996177	0.30303793		
ILMN_1361678	0.0832	0.0505	2.109624	-5.996285	0.11150297	Trim65	tripartite motif-containing 65
ILMN_1350859	0.0833	0.0506	-2.10946	-5.996574	-0.10228203		
ILMN_1363245	0.0833	0.0506	-2.109215	-5.997004	-0.28393873	Csf1	colony stimulating factor 1
ILMN_1369771	0.0833	0.0506	-2.109172	-5.997079	-0.24068874		
ILMN_1359323	0.0834	0.0506	2.108622	-5.998047	0.11334841		
ILMN_1355649	0.0835	0.0507	-2.107996	-5.999147	-0.36844334	Tnpo1	transportin 1
ILMN_1357634	0.0835	0.0507	-2.107987	-5.999164	-0.33653132	Fyco1	FYVE and coiled-coil domain containing 1
ILMN_1356406	0.0836	0.0508	-2.106908	-6.00106	-0.0908949		
ILMN_1349083	0.0837	0.0508	-2.106561	-6.001672	-0.07910816	Zfp90	zinc finger protein 90
ILMN_1366252	0.0838	0.0509	2.10564	-6.003289	0.12056227	Ccne1	cyclin E1
ILMN_1350772	0.0839	0.051	-2.105293	-6.0039	-0.15339839		
ILMN_1372081	0.0839	0.051	2.104821	-6.004729	0.09540826	Ppy	pancreatic polypeptide
ILMN_1365529	0.0839	0.051	2.104748	-6.004856	0.08815628	Grin1	glutamate ionotropic receptor NMDA type subunit 1
ILMN_1359613	0.084	0.0511	2.104423	-6.005428	0.0759917	Exd1	exonuclease 3'-5' domain containing 1
ILMN_1369164	0.0841	0.0511	-2.103978	-6.006209	-0.08623212		
ILMN_1364464	0.0841	0.0511	-2.10388	-6.006382	-0.0993777	Mbd3l1	methyl-CpG binding domain protein 3-like 1
ILMN_1365868	0.0842	0.0512	2.10309	-6.007768	0.09356333		
ILMN_1362036	0.0842	0.0512	2.102996	-6.007934	0.36168693	Tnfsf10	tumor necrosis factor superfamily member 10
ILMN_1371009	0.0842	0.0512	2.102737	-6.008389	0.11398026		
ILMN_1356213	0.0843	0.0512	-2.102553	-6.008712	-0.16201183		
ILMN_1651100	0.0843	0.0512	-2.10244	-6.00891	-0.13611428	Amdhd2	amidohydrolase domain containing 2
ILMN_1360869	0.0843	0.0513	2.102377	-6.009022	0.10608884	Sntg2	syntrophin, gamma 2
ILMN_2039230	0.0843	0.0513	2.102205	-6.009322	0.25157007	LOC306766	hypothetical LOC306766
ILMN_1353362	0.0843	0.0513	2.101997	-6.009687	0.10843565	Hrh1	histamine receptor H 1
ILMN_1360706	0.0843	0.0513	2.101829	-6.009983	0.08143065	Slc7a3	solute carrier family 7 member 3
ILMN_1359471	0.0844	0.0514	-2.101258	-6.010984	-0.20186869	Slitrk6	SLIT and NTRK-like family, member 6
ILMN_1372597	0.0844	0.0514	2.101165	-6.011148	0.12521221		
ILMN_1357642	0.0846	0.0515	2.100273	-6.012714	0.07916604	Lrrc38	leucine rich repeat containing 38
ILMN_1353088	0.0846	0.0515	2.10019	-6.012859	0.09226949		
ILMN_1373361	0.0846	0.0515	2.100107	-6.013005	0.1434346		
ILMN_1367911	0.0846	0.0515	-2.099899	-6.013369	-0.41647338	Abcg4	ATP binding cassette subfamily G member 4
ILMN_1374242	0.0847	0.0515	2.099434	-6.014186	0.25091073	Pzp	pregnancy-zone protein
ILMN_1349103	0.0848	0.0516	-2.098985	-6.014973	-0.09308451	Tpsab1	tryptase alpha/beta 1
ILMN_1367778	0.0848	0.0516	-2.098816	-6.01527	-0.08471222	Lefty1	left right determination factor 1
ILMN_1353757	0.0848	0.0516	-2.098801	-6.015296	-0.12967083	Lacc1	laccase domain containing 1
ILMN_1367331	0.0848	0.0516	2.098762	-6.015364	0.12488038		
ILMN_1369651	0.0848	0.0516	-2.098639	-6.015581	-0.254337	Bmi1	BMI1 proto-oncogene, polycomb ring finger
ILMN_1364198	0.0848	0.0516	-2.098615	-6.015623	-0.46613263	Sec11c	SEC11 homolog C, signal peptidase complex subunit
ILMN_1356970	0.0849	0.0517	-2.098142	-6.016452	-0.08693449	Olr1118	olfactory receptor 1118
ILMN_1367856	0.0849	0.0517	2.097864	-6.01694	0.12669883	Olr631	olfactory receptor 631
ILMN_1366472	0.0849	0.0517	-2.097769	-6.017106	-0.29540814	Olr557	olfactory receptor 557
ILMN_1363821	0.0849	0.0517	2.097642	-6.017329	0.10847895		
ILMN_1360818	0.085	0.0518	2.096988	-6.018476	0.09667194		
ILMN_1366512	0.085	0.0518	2.096887	-6.018653	0.07902313		
ILMN_1350819	0.085	0.0518	2.096877	-6.01867	0.10221026		
ILMN_2039597	0.0851	0.0519	2.096171	-6.019908	0.09341423		
ILMN_1350263	0.0852	0.0519	2.095859	-6.020454	0.09219282		
ILMN_1530460	0.0855	0.0521	2.094094	-6.023547	0.0840383	Fam3a	family with sequence similarity 3, member A
ILMN_1372674	0.0855	0.0521	2.094001	-6.023709	0.10219189	C2cd4c	C2 calcium-dependent domain containing 4C
ILMN_1376463	0.0855	0.0521	-2.09392	-6.023852	-0.72582105	Nexn	nexilin (F actin binding protein)
ILMN_1359552	0.0855	0.0521	2.093812	-6.02404	0.0832526		
ILMN_1357359	0.0855	0.0521	-2.093567	-6.02447	-0.45345711	Slc24a4	solute carrier family 24 member 4
ILMN_1371268	0.0856	0.0521	2.093363	-6.024827	0.10002968		
ILMN_1376688	0.0856	0.0522	2.093322	-6.0249	0.10866509	Krt40	keratin 40
ILMN_1354033	0.0856	0.0522	-2.093223	-6.025073	-0.35611117	Exosc8	exosome component 8
ILMN_1370880	0.0856	0.0522	2.09307	-6.025341	0.12924261		
ILMN_1350113	0.0856	0.0522	-2.093023	-6.025422	-0.09586424		
ILMN_1349856	0.0856	0.0522	2.092963	-6.025528	0.08016356		
ILMN_1358758	0.0856	0.0522	2.092606	-6.026153	0.07701433	Olr295	olfactory receptor 295
ILMN_1362307	0.0858	0.0523	-2.09155	-6.028001	-0.51158975		
ILMN_1354835	0.0859	0.0524	2.090754	-6.029394	0.08509701	Adgrg7	adhesion G protein-coupled receptor G7
ILMN_1361703	0.086	0.0524	2.090422	-6.029976	0.07800935	Csnk1g1	casein kinase 1, gamma 1
ILMN_1374313	0.086	0.0525	-2.090312	-6.030169	-0.13055258	Glyr1	glyoxylate reductase 1 homolog
ILMN_1361235	0.086	0.0525	2.089983	-6.030744	0.07919496		
ILMN_1355959	0.0861	0.0525	-2.089429	-6.031713	-0.08654994	Wdr19	WD repeat domain 19
ILMN_1360953	0.0861	0.0525	2.08939	-6.03178	0.08825975		
ILMN_1366514	0.0862	0.0526	2.088935	-6.032578	0.0851477		
ILMN_1374159	0.0862	0.0526	2.088789	-6.032832	0.09905139		
ILMN_1353482	0.0863	0.0527	-2.088176	-6.033905	-0.12876105		
ILMN_1371826	0.0863	0.0527	2.088115	-6.034012	0.09698839		
ILMN_1366957	0.0863	0.0527	2.088034	-6.034153	0.10823877		
ILMN_1354381	0.0864	0.0527	-2.087662	-6.034803	-0.15917887		
ILMN_1365115	0.0864	0.0527	2.087608	-6.034897	0.1083775	Olr331	olfactory receptor 331
ILMN_1363136	0.0864	0.0527	2.087497	-6.035092	0.10184295	Olr343	olfactory receptor 343
ILMN_1376030	0.0865	0.0528	-2.086788	-6.036332	-0.09825376		
ILMN_1358452	0.0866	0.0529	-2.08617	-6.037411	-0.10455129		
ILMN_1364096	0.0866	0.0529	2.085941	-6.037812	0.09582383		
ILMN_1356208	0.0866	0.0529	-2.085932	-6.037828	-0.08357827	Wbscr17	Williams-Beuren syndrome chromosome region 17
ILMN_1350826	0.0866	0.0529	-2.085894	-6.037893	-0.07865229	Psgb1	pregnancy-specific beta 1-glycoprotein
ILMN_1367067	0.0869	0.0531	2.084169	-6.040908	0.07695604		
ILMN_1375320	0.0869	0.0531	-2.084002	-6.0412	-0.47009168	Rbp1	retinol binding protein 1
ILMN_1366928	0.0869	0.0531	2.083941	-6.041307	0.0975419		
ILMN_1354739	0.0869	0.0531	-2.083846	-6.041473	-0.09760028	Ccr1l1	chemokine (C-C motif) receptor 1-like 1
ILMN_1364050	0.0869	0.0531	2.083815	-6.041528	0.1168161	Fkbp2	FK506 binding protein 2
ILMN_1363524	0.0869	0.0531	-2.083786	-6.041578	-0.09017338	Olr526	olfactory receptor 526
ILMN_1370335	0.087	0.0531	2.083522	-6.042039	0.16421433	Btbd3	BTB domain containing 3
