,Gene.symbol,MeanFC,Cleaned Gene Symbols
2317,CACTIN,0.1319149525,CACTIN
2320,CACYBP,-0.0574011573,CACYBP
2321,CAD,-0.5171220698,CAD
2322,CADM1,0.2812151106,CADM1
2326,CADPS,-1.782310627,CADPS
2331,CALB2,-1.7948321839,CALB2
2337,CALCRL,-3.8482777662,CALCRL
2338,CALD1,-0.0956755212,CALD1
2343,CALM2,0.0276118825,CALM2
2349,CALR,-0.026501278,CALR
2351,CALU,-0.0654065046,CALU
2353,CAMK1,-1.1538418051,CAMK1
2355,CAMK2A,0.0032537973,CAMK2A
2356,CAMK2B,-0.1578434012,CAMK2B
2357,CAMK2D,-0.2772609287,CAMK2D
2362,CAMKK1,0.496589678,CAMKK1
2363,CAMKK2,0.0229473839,CAMKK2
2364,CAMKMT,-0.5345355293,CAMKMT
2369,CAMSAP2,0.1299442493,CAMSAP2
2372,CAMTA2,-0.1075891496,CAMTA2
2373,CAND1,0.0128242013,CAND1
2374,CAND2,-2.5761350687,CAND2
2375,CANT1,0.0114561473,CANT1
2376,CANX,0.1191967762,CANX
2377,CAP1,-0.0343681611,CAP1
2379,CAPG,-0.2104771399,CAPG
2380,CAPN1,0.1159853946,CAPN1
2385,CAPN2,-0.1478738261,CAPN2
2386,CAPN3,0.5463955011,CAPN3
2387,CAPN5,-0.3388698157,CAPN5
2389,CAPN7,0.0194810452,CAPN7
2392,CAPNS1,-0.0526706352,CAPNS1
2400,CAPZA2,-0.0729375393,CAPZA2
2402,CAPZB,-0.236945845,CAPZB
2411,CARHSP1,-0.2412164455,CARHSP1
2413,CARM1,-0.4532567112,CARM1
2415,CARS,0.0966409349,CARS
2420,CASC3,-0.3184063921,CASC3
2424,CASK,0.1665220757,CASK
2425,CASKIN1,-0.3547594469,CASKIN1
2426,CASKIN2,-0.4723907359,CASKIN2
2431,CASP2,-0.5206411998,CASP2
2432,CASP3,0.4138160604,CASP3
2435,CASP7,0.3374691539,CASP7
2436,CASP8,0.1353897775,CASP8
2438,CASP9,-0.3614601103,CASP9
2440,CASQ2,-0.1807726054,CASQ2
2443,CAST,-0.1526819212,CAST
2445,CAT,-0.3843006681,CAT
2453,CAV3,#VALUE!,CAV3
2456,CBFB,0.153709878,CBFB
2458,CBLB,-0.0094309518,CBLB
2460,CBLL1,0.0283813244,CBLL1
2469,CBS,-0.3287766995,CBS
2470,CBWD1,0.0799939107,CBWD1
2475,CBX2,-0.8746888972,CBX2
2479,CBX6,-0.1087645476,CBX6
2480,CBX7,-1.1373899476,CBX7
2481,CBX8,-0.3101244969,CBX8
2482,CBY1,-0.0222557849,CBY1
2484,CC2D1A,-0.1848355383,CC2D1A
2492,CCDC102A,-0.9840765435,CCDC102A
2504,CCDC112,-0.8811341287,CCDC112
2507,CCDC115,0.0165842514,CCDC115
2509,CCDC117,0.1074542135,CCDC117
2510,CCDC12,-0.1854576316,CCDC12
2514,CCDC124,-0.081314802,CCDC124
2515,CCDC125,-0.6427183028,CCDC125
2516,CCDC126,0.4056436869,CCDC126
2517,CCDC127,-0.300277587,CCDC127
2521,CCDC130,-0.0467386724,CCDC130
2568,CCDC25,-0.1926622111,CCDC25
2583,CCDC43,-0.0893210069,CCDC43
2584,CCDC47,0.1238978318,CCDC47
2585,CCDC50,-0.0523395297,CCDC50
2586,CCDC51,0.265738992,CCDC51
2590,CCDC58,-0.3992545831,CCDC58
2591,CCDC59,0.1561067115,CCDC59
2594,CCDC61,-0.8431158769,CCDC61
2602,CCDC68,-0.5970308678,CCDC68
2603,CCDC69,-0.2356310276,CCDC69
2605,CCDC71,-0.5086417454,CCDC71
2615,CCDC80,0.0061977916,CCDC80
2623,CCDC86,0.0937428556,CCDC86
2630,CCDC90B,0.3267120728,CCDC90B
2631,CCDC91,-0.5051928066,CCDC91
2633,CCDC93,0.0842800443,CCDC93
2636,CCDC97,-0.3007146176,CCDC97
2650,CCL2,0.5320375321,CCL2
2670,CCNA1,1.99241525,CCNA1
2671,CCNB1,-1.0042438878,CCNB1
2673,CCNB2,-1.4210931821,CCNB2
2675,CCNC,-0.1124013957,CCNC
2676,CCND1,0.065527918,CCND1
2677,CCND2,-0.0937426196,CCND2
2679,CCNE1,0.3137984813,CCNE1
2680,CCNE2,0.7286794311,CCNE2
2681,CCNF,-0.8144419464,CCNF
2682,CCNG1,-0.1245203527,CCNG1
2683,CCNG2,0.4396161857,CCNG2
2684,CCNH,0.0788831591,CCNH
2685,CCNI,-0.0922721993,CCNI
2688,CCNJL,-1.8800808739,CCNJL
2689,CCNK,0.1401369695,CCNK
2693,CCNT2,0.0544255639,CCNT2
2695,CCP110,0.730638561,CCP110
2709,CCS,0.3046086022,CCS
2710,CCSAP,0.1379970499,CCSAP
2711,CCSER1,0.0381244528,CCSER1
2713,CCT2,-0.1650910437,CCT2
2714,CCT3,-0.1695587707,CCT3
2715,CCT4,-0.0431927147,CCT4
2716,CCT5,-0.0601273812,CCT5
2717,CCT6A,0.1094996287,CCT6A
2721,CCT7,0.0368175574,CCT7
2733,CD164,0.1487873046,CD164
2744,CD200,-1.3501067831,CD200
2757,CD276,0.2114632534,CD276
2760,CD2BP2,0.0704313919,CD2BP2
2781,CD44,0.2102525787,CD44
2782,CD46,0.4609489952,CD46
2783,CD47,-0.1157112944,CD47
2788,CD55,0.3961559261,CD55
2792,CD63,0.0418554325,CD63
2798,CD74,0.6292696742,CD74
2802,CD81,0.0117833085,CD81
2803,CD82,0.6762496036,CD82
2804,CD83,1.3089896453,CD83
2817,CDADC1,-0.1948974751,CDADC1
2819,CDC123,-0.1638947712,CDC123
2820,CDC14A,0.57721511,CDC14A
2821,CDC14B,-0.4322941146,CDC14B
2823,CDC16,-0.3171859197,CDC16
2824,CDC20,-1.5211927098,CDC20
2826,CDC23,-0.1391949037,CDC23
2827,CDC25A,-0.2702064681,CDC25A
2828,CDC25B,-0.164895288,CDC25B
2830,CDC26,-0.1743721811,CDC26
2831,CDC27,-0.5024272312,CDC27
2832,CDC34,0.0261256835,CDC34
2833,CDC37L1,0.2914216071,CDC37L1
2834,CDC40,-0.0071464384,CDC40
2835,CDC42,-0.1033201586,CDC42
2836,CDC42BPA,0.1266739236,CDC42BPA
2837,CDC42BPB,0.070571355,CDC42BPB
2839,CDC42EP1,0.2113684746,CDC42EP1
2840,CDC42EP3,-0.1187392614,CDC42EP3
2841,CDC42EP4,0.6043896034,CDC42EP4
2843,CDC42SE1,-0.099557993,CDC42SE1
2846,CDC5L,-0.1660441909,CDC5L
2848,CDC73,-0.3634047544,CDC73
2849,CDCA2,-0.1960804209,CDCA2
2850,CDCA3,-0.7122334692,CDCA3
2851,CDCA4,-0.3324842857,CDCA4
2853,CDCA7,-0.733080785,CDCA7
2855,CDCA8,-1.0213772076,CDCA8
2862,CDH13,0.0896547716,CDH13
2865,CDH17,-2.0564068729,CDH17
2879,CDH8,1.364980792,CDH8
2887,CDIPT,0.3610209756,CDIPT
2888,CDK1,-0.2728719892,CDK1
2889,CDK10,-0.087783416,CDK10
2890,CDK12,-0.2751226032,CDK12
2891,CDK13,0.2640614262,CDK13
2892,CDK14,-0.3574539142,CDK14
2894,CDK16,-0.1388230996,CDK16
2895,CDK17,0.2114121139,CDK17
2896,CDK18,-1.8946556409,CDK18
2897,CDK19,0.2708422074,CDK19
2899,CDK20,-1.2968715295,CDK20
2902,CDK4,-0.5142599159,CDK4
2903,CDK5,-0.36242484,CDK5
2906,CDK5RAP1,0.0056679797,CDK5RAP1
2909,CDK6,-0.2180989878,CDK6
2911,CDK8,-0.2469919123,CDK8
2914,CDKL2,-2.7284109452,CDKL2
2918,CDKN1A,0.2385564738,CDKN1A
2919,CDKN1B,0.0145347341,CDKN1B
2920,CDKN1C,0.2584442299,CDKN1C
2922,CDKN2AIP,0.0245984756,CDKN2AIP
2923,CDKN2AIPNL,-0.5936222967,CDKN2AIPNL
2924,CDKN2B,0.6294519311,CDKN2B
2926,CDKN2C,0.5770932974,CDKN2C
2928,CDKN3,-1.1346554373,CDKN3
2930,CDO1,0.7531739368,CDO1
2932,CDPF1,-0.8158212326,CDPF1
2934,CDR2,0.2519863258,CDR2
2942,CDS1,0.5660915865,CDS1
2943,CDS2,-0.069695108,CDS2
2945,CDT1,-1.3563487007,CDT1
2951,CDYL,0.2634039187,CDYL
2952,CDYL2,0.6283618023,CDYL2
2968,CEBPB,0.4689448322,CEBPB
2971,CEBPG,-0.1264354692,CEBPG
2972,CEBPZ,0.1060571066,CEBPZ
2980,CEL,-0.0572238975,CEL
2985,CELF1,-0.1307447315,CELF1
2986,CELF2,0.0703269485,CELF2
2990,CELF5,-4.010823455,CELF5
2994,CELSR2,0.6497132262,CELSR2
2997,CENPA,-2.6314057772,CENPA
3004,CENPI,-5.0564313677,CENPI
3005,CENPJ,-0.8795886087,CENPJ
3006,CENPK,-1.9712505887,CENPK
3009,CENPN,-0.2297856365,CENPN
3013,CENPT,0.3676406003,CENPT
3017,CEP104,0.3142586892,CEP104
3027,CEP19,0.7616370819,CEP19
3031,CEP41,-0.8051686437,CEP41
3034,CEP57,0.1303259867,CEP57
3038,CEP70,-0.397874108,CEP70
3042,CEP85,-0.591961371,CEP85
3045,CEP95,0.144176392,CEP95
3046,CEP97,-0.1489800393,CEP97
3047,CEPT1,0.3510486044,CEPT1
3049,CERCAM,0.1452892614,CERCAM
3053,CERS2,0.1179257535,CERS2
3055,CERS4,-0.0772423946,CERS4
3056,CERS5,0.2266963543,CERS5
3075,CFDP1,-0.480776297,CFDP1
3082,CFI,#VALUE!,CFI
3085,CFL2,-0.293585078,CFL2
3086,CFLAR,-0.1719777931,CFLAR
3096,CGGBP1,0.2970420396,CGGBP1
3098,CGNL1,-0.6182838234,CGNL1
3100,CGRRF1,0.6005592088,CGRRF1
3102,CHAC1,-0.7694862377,CHAC1
3107,CHAF1B,-0.4728343767,CHAF1B
3108,CHAMP1,0.2126012425,CHAMP1
3110,CHCHD1,-0.0937976201,CHCHD1
3113,CHCHD3,-0.2188677731,CHCHD3
3115,CHCHD5,-0.4049697809,CHCHD5
3116,CHCHD6,-0.7119009706,CHCHD6
3118,CHD1,0.1454084859,CHD1
3123,CHD6,0.3483379182,CHD6
3125,CHD8,-0.064043012,CHD8
3128,CHDH,0.5391881812,CHDH
3129,CHEK1,-0.7241071528,CHEK1
3130,CHEK2,-1.6345913172,CHEK2
3132,CHERP,-0.0609496969,CHERP
3140,CHIC2,0.2241647386,CHIC2
3143,CHKA,0.2594292683,CHKA
3145,CHM,-0.0598256631,CHM
3146,CHMP1A,-0.0235355577,CHMP1A
3152,CHMP4C,0.292393394,CHMP4C
3153,CHMP5,0.1466236389,CHMP5
3154,CHMP6,-0.4972421196,CHMP6
3155,CHMP7,0.0515322273,CHMP7
3156,CHN1,-0.9007369515,CHN1
3157,CHN2,-0.8561222536,CHN2
3158,CHODL,2.2681907213,CHODL
3160,CHORDC1,0.0618680612,CHORDC1
3163,CHPF,0.1861040816,CHPF
3165,CHRAC1,-0.291729925,CHRAC1
3171,CHRM2,-1.3197941003,CHRM2
3173,CHRM4,3.0868726323,CHRM4
3180,CHRNA5,0.6782792077,CHRNA5
3190,CHST10,-0.6887470378,CHST10
3191,CHST11,-0.0636032014,CHST11
3192,CHST12,-0.0598708283,CHST12
3197,CHST3,0.0277811082,CHST3
3203,CHSY1,0.2859606146,CHSY1
3208,CHUK,-0.1746371833,CHUK
3209,CIAO1,-0.1146762017,CIAO1
3210,CIAPIN1,-0.1465737,CIAPIN1
3211,CIB1,0.366558371,CIB1
3212,CIB2,0.071404148,CIB2
3223,CINP,-0.2422542768,CINP
3224,CIR1,0.1481559931,CIR1
3225,CIRBP,0.1890921862,CIRBP
3228,CISD1,-0.3113017129,CISD1
3231,CISH,0.2750964713,CISH
3233,CITED2,0.1029868793,CITED2
3234,CITED4,0.0750480407,CITED4
3235,CIZ1,-0.0565242867,CIZ1
3238,CKAP4,0.1529237346,CKAP4
3240,CKB,0.0475568763,CKB
3241,CKM,-0.3438750949,CKM
3245,CKS1B,-0.2799887766,CKS1B
3246,CKS2,0.4331927187,CKS2
3248,CLASP2,-0.0098930709,CLASP2
3249,CLASRP,-0.2578563033,CLASRP
3255,CLCC1,-0.0804212417,CLCC1
3259,CLCN3,-0.1398435248,CLCN3
3260,CLCN4,0.0958661613,CLCN4
3262,CLCNKA,0.0641802891,CLCNKA
3263,CLCNKB,-2.5534077276,CLCNKB
3268,CLDN12,-1.2887712812,CLDN12
3284,CLDN6,0.1060224003,CLDN6
3288,CLDND1,0.0511639707,CLDND1
3291,CLEC11A,0.0681588843,CLEC11A
3323,CLIC1,-0.5422446712,CLIC1
3326,CLIC4,-0.126653839,CLIC4
3327,CLIC5,0.0265467537,CLIC5
3329,CLINT1,-0.2053079041,CLINT1
3330,CLIP1,0.0502141853,CLIP1
3331,CLIP2,0.1728821695,CLIP2
3334,CLK2,-0.0952684923,CLK2
3336,CLK3,0.2196638544,CLK3
3337,CLK4,0.0798291,CLK4
3342,CLN3,-0.5475423087,CLN3
3344,CLN8,0.1737875697,CLN8
3346,CLNS1A,-0.0200407283,CLNS1A
3347,CLOCK,-0.1126936892,CLOCK
3348,CLP1,0.5095717592,CLP1
3349,CLPB,-1.8557459462,CLPB
3354,CLPTM1,0.1585031133,CLPTM1
3355,CLPTM1L,0.2421719367,CLPTM1L
3356,CLPX,-0.0761660139,CLPX
3362,CLSTN2,0.0805683894,CLSTN2
3364,CLTA,0.1042353112,CLTA
3365,CLTB,0.0194096283,CLTB
3366,CLTC,-0.1266814453,CLTC
3375,CLYBL,-0.5550051526,CLYBL
3378,CMAS,-0.0194660914,CMAS
3379,CMBL,0.5597061099,CMBL
3380,CMC1,0.0157452366,CMC1
3382,CMIP,-0.1200536121,CMIP
3384,CMPK1,0.012150704,CMPK1
3385,CMPK2,2.206931209,CMPK2
3391,CMTM6,0.1306541456,CMTM6
3398,CNBP,-0.2535951701,CNBP
3400,CNDP2,-0.2593323336,CNDP2
3412,CNIH4,0.1555307836,CNIH4
3416,CNN1,-0.3901732018,CNN1
3421,CNNM3,0.6839282676,CNNM3
3423,CNOT1,-0.1556182581,CNOT1
3424,CNOT10,-0.2689614563,CNOT10
3426,CNOT2,-0.2745238091,CNOT2
3429,CNOT6,0.2463267793,CNOT6
3430,CNOT6L,0.2535328001,CNOT6L
3431,CNOT7,-0.243120827,CNOT7
3432,CNOT8,0.0347520413,CNOT8
3433,CNP,-0.345093439,CNP
3434,CNPPD1,0.0517275309,CNPPD1
3437,CNPY4,0.1461633529,CNPY4
3444,CNTFR,-1.0634338294,CNTFR
3446,CNTN1,-0.2210203855,CNTN1
3449,CNTN4,-0.8756404695,CNTN4
3451,CNTN5,-1.5900594364,CNTN5
3462,COA3,-0.5792734381,COA3
3463,COA4,-0.1914193262,COA4
3467,COBL,0.6049184817,COBL
3470,COG1,0.3582395527,COG1
3472,COG3,-0.0873036169,COG3
3475,COG6,-0.2294611007,COG6
3476,COG7,-0.2443827023,COG7
3477,COIL,-0.3072839602,COIL
3480,COL11A2,0.3395659754,COL11A2
3482,COL13A1,-0.070251982,COL13A1
3483,COL14A1,-0.1955186973,COL14A1
3491,COL1A1,0.1280191568,COL1A1
3492,COL1A2,0.119633613,COL1A2
3500,COL27A1,0.6231000644,COL27A1
3502,COL2A1,0.1854162805,COL2A1
3503,COL4A1,0.0425684251,COL4A1
3507,COL4A3BP,0.1542091977,COL4A3BP
3508,COL4A4,0.0036591386,COL4A4
3511,COL5A1,0.0400165153,COL5A1
3512,COL5A2,-0.0022298305,COL5A2
3521,COL8A1,-0.1628657736,COL8A1
3528,COLEC12,-0.0019971918,COLEC12
3530,COMMD10,-0.1806608431,COMMD10
3532,COMMD4,-0.0023872552,COMMD4
3534,COMMD6,-0.1976520288,COMMD6
3535,COMMD7,-0.2927195588,COMMD7
3536,COMMD8,-0.480829162,COMMD8
3537,COMMD9,-0.3385567155,COMMD9
3539,COMTD1,-0.2022333668,COMTD1
3541,COPB1,-0.2263328422,COPB1
3543,COPE,0.0127099572,COPE
3544,COPG1,-0.1507511847,COPG1
3546,COPS2,0.0155597047,COPS2
3547,COPS3,0.0331100578,COPS3
3548,COPS4,-0.0155227294,COPS4
3549,COPS5,-0.1616730978,COPS5
3550,COPS6,0.0552156495,COPS6
3552,COPS7B,-0.3744202824,COPS7B
3553,COPS8,0.0509445075,COPS8
3554,COPZ1,-0.1410674822,COPZ1
3555,COPZ2,0.0125011154,COPZ2
3556,COQ10A,0.0789148238,COQ10A
3557,COQ10B,0.0361873112,COQ10B
3558,COQ2,-0.0779348472,COQ2
3559,COQ4,0.0449991012,COQ4
3561,COQ6,0.0589070576,COQ6
3562,COQ7,-0.1495768884,COQ7
3563,COQ9,-0.1197591874,COQ9
3566,CORO1C,-0.1623088401,CORO1C
3569,CORO6,-0.2821480167,CORO6
3570,COTL1,0.1151625914,COTL1
3575,COX15,-0.0288616128,COX15
3576,COX18,-0.136925567,COX18
3577,COX19,-0.6809349262,COX19
3578,COX20,-0.3718070756,COX20
3579,COX4I1,-0.0702912205,COX4I1
3581,COX5A,-0.0861545462,COX5A
3582,COX5B,-0.0274117631,COX5B
3583,COX6A1,-0.0277478253,COX6A1
3584,COX6A2,-0.7474196932,COX6A2
3590,COX7A2L,0.0983610907,COX7A2L
3591,COX7B,-0.0966279657,COX7B
3600,CPA4,0.3854977126,CPA4
3612,CPEB4,-0.0948678526,CPEB4
3618,CPM,0.6639003719,CPM
3622,CPNE3,0.0505048743,CPNE3
3623,CPNE4,-2.6972664784,CPNE4
3624,CPNE5,1.1294360265,CPNE5
3630,CPOX,0.2623433856,CPOX
3632,CPQ,0.0512131064,CPQ
3633,CPS1,-2.2276859061,CPS1
3635,CPSF2,-0.000567915,CPSF2
3636,CPSF3,0.2671237633,CPSF3
3640,CPSF6,0.0017994871,CPSF6
3641,CPSF7,0.0116729492,CPSF7
3642,CPT1A,-0.167943265,CPT1A
3644,CPT2,0.419142635,CPT2
3648,CPXM2,0.2200412618,CPXM2
3655,CRADD,-0.2695429376,CRADD
3657,CRAT,0.2503728318,CRAT
3661,CRBN,-0.214282467,CRBN
3663,CREB1,-0.3267788152,CREB1
3664,CREB3,-0.3222481909,CREB3
3665,CREB3L1,0.3159228809,CREB3L1
3666,CREB3L2,-0.2690628091,CREB3L2
3668,CREB3L4,0.1873234019,CREB3L4
3669,CREB5,-0.895669114,CREB5
3671,CREBL2,-0.0459244939,CREBL2
3674,CREG1,0.3233507897,CREG1
3676,CRELD1,0.2234036497,CRELD1
3677,CRELD2,0.2522750866,CRELD2
3678,CREM,0.241192986,CREM
3685,CRIP2,-0.3746031148,CRIP2
3688,CRIPT,0.0913334039,CRIPT
3694,CRK,0.1155019111,CRK
3699,CRLS1,-0.11442268,CRLS1
3700,CRMP1,0.3267158501,CRMP1
3704,CROCC,0.4199021438,CROCC
3705,CROT,0.3281470127,CROT
3710,CRTAP,-0.0763078791,CRTAP
3712,CRTC2,0.1605996375,CRTC2
3715,CRY1,0.4224955615,CRY1
3716,CRY2,-0.0130216543,CRY2
3718,CRYAB,-0.3783781148,CRYAB
3732,CRYL1,0.4196480439,CRYL1
3735,CRYZ,-0.1002670143,CRYZ
3736,CS,-0.4696102084,CS
3737,CSAD,0.9300431255,CSAD
3742,CSE1L,-0.0669972801,CSE1L
3743,CSF1,0.7728152312,CSF1
3751,CSGALNACT2,0.1510271463,CSGALNACT2
3755,CSK,-0.077170274,CSK
3764,CSNK1A1,-0.0155355511,CSNK1A1
3767,CSNK1D,0.1028368361,CSNK1D
3769,CSNK1G1,0.685844585,CSNK1G1
3770,CSNK1G2,0.1240155161,CSNK1G2
3772,CSNK1G3,0.0827178178,CSNK1G3
3773,CSNK2A1,-0.3213399278,CSNK2A1
3774,CSNK2A2,0.1138811104,CSNK2A2
3777,CSPG4,0.1684783071,CSPG4
3779,CSPG5,-0.1094675288,CSPG5
3783,CSRP1,-0.5310256328,CSRP1
3784,CSRP2,-0.0029624599,CSRP2
3785,CSRP3,-0.4707385888,CSRP3
3790,CST3,0.1757518642,CST3
3799,CSTB,0.0516810148,CSTB
3802,CSTF2T,-0.1655693324,CSTF2T
3803,CSTF3,0.4020795343,CSTF3
3835,CTBP1,-0.0323021724,CTBP1
3837,CTBP2,0.0669957312,CTBP2
3838,CTBS,-0.0241619793,CTBS
3839,CTC1,-0.7299206715,CTC1
3840,CTCF,0.0022035949,CTCF
3843,CTDP1,0.0477969085,CTDP1
3844,CTDSP1,-0.2592108071,CTDSP1
3846,CTDSPL,-0.3625216372,CTDSPL
3847,CTDSPL2,-0.2259982555,CTDSPL2
3848,CTF1,-0.4154522765,CTF1
3849,CTGF,-0.2850682325,CTGF
3850,CTH,-0.7672927088,CTH
3851,CTHRC1,-0.1333553056,CTHRC1
3854,CTNNA1,0.0375324683,CTNNA1
3857,CTNNAL1,0.190428716,CTNNAL1
3858,CTNNB1,-0.0747519669,CTNNB1
3859,CTNNBL1,-0.0963054163,CTNNBL1
3860,CTNND2,-0.3896730923,CTNND2
3869,CTSB,0.2972413764,CTSB
3870,CTSC,-0.1405989735,CTSC
3871,CTSD,-0.0073669414,CTSD
3875,CTSH,0.0204464747,CTSH
3886,CTTN,0.046551428,CTTN
3887,CTTNBP2,-0.4038046289,CTTNBP2
3888,CTTNBP2NL,-0.0690679339,CTTNBP2NL
3894,CUBN,-0.4546804328,CUBN
3895,CUEDC1,-0.1596849111,CUEDC1
3896,CUEDC2,-0.0326008122,CUEDC2
3897,CUL1,0.0588586063,CUL1
3898,CUL2,-0.0473311245,CUL2
3899,CUL3,0.0237817841,CUL3
3901,CUL4B,-0.0006284409,CUL4B
3904,CUTA,-0.0076453074,CUTA
3905,CUTC,-1.5825974821,CUTC
3908,CWC15,-0.0315792348,CWC15
3911,CWC27,-0.3851765459,CWC27
3912,CWF19L2,-0.119833614,CWF19L2
3914,CX3CL1,0.128572946,CX3CL1
3916,CXADR,0.1795071472,CXADR
3922,CXCL12,0.1331021315,CXCL12
3962,CXXC1,0.0732218563,CXXC1
3965,CXXC4,0.4275749449,CXXC4
3966,CXXC5,-0.1593521736,CXXC5
3967,CYB561,0.6032452378,CYB561
3969,CYB561D2,0.225523683,CYB561D2
3970,CYB5A,-0.4069521724,CYB5A
3976,CYB5R3,0.0012433478,CYB5R3
3977,CYB5R4,-0.135180987,CYB5R4
3979,CYBA,-0.1256174426,CYBA
3987,CYFIP2,0.4071104798,CYFIP2
3988,CYGB,1.3110310127,CYGB
3989,CYHR1,0.2334989448,CYHR1
3994,CYP11A1,-0.6592478846,CYP11A1
3999,CYP1A1,-1.8541128051,CYP1A1
4001,CYP1B1,0.5772796403,CYP1B1
4003,CYP20A1,-0.3554525385,CYP20A1
4007,CYP26B1,0.5817905004,CYP26B1
4021,CYP2E1,-3.3385223828,CYP2E1
4027,CYP2U1,0.3431940482,CYP2U1
4029,CYP39A1,-1.2339979661,CYP39A1
4033,CYP46A1,0.8531646614,CYP46A1
4052,CYP7B1,0.6312158695,CYP7B1
4054,CYR61,-0.3656586664,CYR61
4059,CYTH2,0.0614499046,CYTH2
4060,CYTH3,0.1736181883,CYTH3
4067,DAAM1,-0.2015416524,DAAM1
4069,DAB1,-0.7398172257,DAB1
4070,DAB2,0.0352310598,DAB2
4071,DAB2IP,0.0134334419,DAB2IP
4078,DAD1,-0.107233581,DAD1
4081,DAGLB,0.4966869912,DAGLB
4089,DAP,-0.0755990845,DAP
4090,DAP3,-0.2104956282,DAP3
4091,DAPK1,0.2164473218,DAPK1
4097,DARS,-0.109024392,DARS
4099,DAXX,-0.12465704,DAXX
4100,DAZAP1,-0.3553042856,DAZAP1
4106,DBI,0.2358727374,DBI
4109,DBN1,-0.4441677312,DBN1
4110,DBNDD1,0.7182182721,DBNDD1
4112,DBP,-0.3114660058,DBP
4116,DCAF10,0.1152891167,DCAF10
4117,DCAF11,-0.0369083187,DCAF11
4118,DCAF12,0.0079332256,DCAF12
4121,DCAF13,0.0235412577,DCAF13
4123,DCAF15,-0.0116405358,DCAF15
4126,DCAF4,-0.5492949878,DCAF4
4129,DCAF5,0.2170669505,DCAF5
4131,DCAF7,0.1747192481,DCAF7
4132,DCAF8,-0.1663726401,DCAF8
4135,DCAKD,-0.1675538082,DCAKD
4137,DCBLD2,-0.3496762616,DCBLD2
4144,DCHS1,-0.4960289549,DCHS1
4146,DCK,-0.5276633393,DCK
4147,DCLK1,-0.3296808796,DCLK1
4148,DCLK2,-0.0241877278,DCLK2
4150,DCLRE1A,-1.500376021,DCLRE1A
4151,DCLRE1B,-0.2608937076,DCLRE1B
4152,DCLRE1C,-0.35011538,DCLRE1C
4153,DCN,0.2855460602,DCN
4161,DCTD,-0.1095382121,DCTD
4162,DCTN1,-0.1193689255,DCTN1
4164,DCTN2,-0.0802641708,DCTN2
4166,DCTN4,-0.3294589128,DCTN4
4167,DCTN6,-0.3086177004,DCTN6
4168,DCTPP1,-0.4897704624,DCTPP1
4170,DCUN1D4,0.0031675878,DCUN1D4
4171,DCUN1D5,0.0351621811,DCUN1D5
4175,DDAH1,0.0495616831,DDAH1
4176,DDAH2,-1.2111367279,DDAH2
4183,DDIT3,0.2909876327,DDIT3
4184,DDIT4,0.1119412709,DDIT4
4186,DDN,0.5742009977,DDN
4188,DDOST,0.2011777772,DDOST
4189,DDR1,0.1192322992,DDR1
4190,DDR2,-1.4507236601,DDR2
4191,DDRGK1,-0.2646122836,DDRGK1
4192,DDT,-0.036245925,DDT
4194,DDX1,-0.4623726705,DDX1
4195,DDX10,-0.3971407811,DDX10
4204,DDX17,-0.5689217454,DDX17
4209,DDX21,0.00454746,DDX21
4214,DDX27,-0.0329511659,DDX27
4215,DDX28,0.2401988576,DDX28
4216,DDX31,0.2779451972,DDX31
4219,DDX3X,-0.0229634692,DDX3X
4223,DDX42,-0.0017432106,DDX42
4228,DDX51,-0.3506218347,DDX51
4233,DDX59,0.1125848116,DDX59
4234,DDX6,-0.1715539144,DDX6
4237,DEAF1,-0.0049918471,DEAF1
4239,DECR1,-0.083347191,DECR1
4241,DEDD,-0.3155595162,DEDD
4243,DEF8,-0.1774497827,DEF8
4291,DEGS1,-0.0179000618,DEGS1
4293,DEK,-0.2391415803,DEK
4304,DENND5A,-0.1461859675,DENND5A
4307,DENND6A,-0.643111637,DENND6A
4308,DENND6B,0.2846185432,DENND6B
4311,DEPDC1B,-1.5618797741,DEPDC1B
4313,DEPDC5,-0.4035624577,DEPDC5
4320,DES,-0.2087766099,DES
4321,DESI1,0.2203461143,DESI1
4322,DESI2,-0.082318482,DESI2
4323,DET1,-0.5921105392,DET1
4325,DFFA,-0.0247783058,DFFA
4326,DFFB,-1.2769663074,DFFB
4330,DGAT1,-0.0570485364,DGAT1
4331,DGAT2,0.5586070307,DGAT2
4335,DGCR14,-0.3932376489,DGCR14
4338,DGCR6,-0.061085659,DGCR6
4341,DGKA,0.4150039411,DGKA
4350,DGKZ,0.1572102815,DGKZ
4353,DHCR7,-0.1422592972,DHCR7
4354,DHDDS,-0.1555610154,DHDDS
4356,DHFR,-0.0632961619,DHFR
4359,DHODH,-2.0539841825,DHODH
4360,DHPS,-0.2115078742,DHPS
4361,DHRS1,0.3787434884,DHRS1
4370,DHRS7B,0.0775600902,DHRS7B
4372,DHRS9,-3.0136675017,DHRS9
4373,DHTKD1,-0.6286274923,DHTKD1
4375,DHX16,-0.1750071356,DHX16
4377,DHX30,-0.0743788843,DHX30
4381,DHX35,-0.5506665735,DHX35
4382,DHX36,0.0200043532,DHX36
4383,DHX37,0.2344420734,DHX37
4384,DHX38,0.2901831574,DHX38
4385,DHX40,-0.2358925114,DHX40
4388,DHX8,0.0440941832,DHX8
4389,DHX9,-0.094835818,DHX9
4390,DIABLO,-0.0075282636,DIABLO
